OBJECTID,elevation
152876,1280.0
152886,1802.0
152915,94.0
152946,135.0
152950,352.0
152971,2239.0
152979,1518.0
152984,411.0
153010,82.0
153023,2554.0
153029,2615.0
153031,2078.0
153033,122.0
153036,291.0
153142,115.0
153144,109.0
153193,41.0
153204,1839.0
153216,98.0
153219,1200.0
153221,85.0
153230,1539.0
153246,83.0
153249,120.0
153260,953.0
153262,51.0
153270,425.0
153278,389.0
153284,146.0
153294,155.0
153300,328.0
153302,81.0
153329,127.0
153341,51.0
153363,347.0
153371,95.0
153414,640.0
153467,36.0
153481,112.0
153525,1159.0
153559,544.0
153562,124.0
153569,789.0
153584,1836.0
153602,144.0
153603,2896.0
153614,1874.0
153617,102.0
153644,61.0
153698,2131.0
153713,1131.0
153732,178.0
153793,83.0
153805,601.0
153827,298.0
153845,1413.0
153864,507.0
153875,470.0
153876,1074.0
153889,1068.0
153934,523.0
153941,15.0
153968,11.0
153991,1422.0
153995,98.0
154007,41.0
154010,94.0
154071,26.0
154085,489.0
154095,92.0
154143,1158.0
154147,2587.0
154158,173.0
154168,1507.0
154212,2091.0
154237,115.0
154252,1146.0
154270,36.0
154288,2186.0
154306,119.0
154344,372.0
154352,474.0
154394,294.0
154398,1020.0
154407,123.0
154435,85.0
154469,73.0
154483,17.0
154540,103.0
154560,115.0
154576,52.0
154601,240.0
154605,2620.0
154632,261.0
154635,1253.0
154655,2241.0
154656,44.0
154659,2519.0
154660,147.0
154665,107.0
154703,198.0
154704,393.0
154736,298.0
154770,421.0
154783,1800.0
154853,397.0
154874,2752.0
154904,102.0
154909,87.0
154912,152.0
154920,482.0
154923,1450.0
154925,186.0
154993,1098.0
155016,112.0
155032,5.0
155049,105.0
155057,1522.0
155067,35.0
155100,105.0
155106,100.0
155109,2734.0
155120,134.0
155136,887.0
155139,1105.0
155141,1733.0
155179,1869.0
155205,94.0
155209,1921.0
155214,344.0
155216,586.0
155223,125.0
155256,667.0
155265,2417.0
155266,1320.0
155274,4.0
155275,2025.0
155293,2039.0
155384,1371.0
155405,339.0
155448,2374.0
155560,272.0
155565,113.0
155586,1349.0
155595,228.0
155624,1357.0
155628,352.0
155639,104.0
155647,42.0
155666,1579.0
155684,39.0
155736,1106.0
155807,833.0
155815,696.0
155820,115.0
155839,443.0
155891,1602.0
155897,97.0
155959,97.0
156012,145.0
156030,273.0
156071,2558.0
156088,892.0
156090,2716.0
156105,1077.0
156111,72.0
156131,139.0
156154,88.0
156160,828.0
156168,2184.0
156190,304.0
156198,2233.0
156217,2697.0
156224,2339.0
156225,1237.0
156247,2827.0
156248,123.0
156252,2257.0
156256,131.0
156309,266.0
156314,94.0
156329,948.0
156333,69.0
156362,79.0
156366,108.0
156372,77.0
156381,698.0
156384,119.0
156423,134.0
156434,733.0
156455,34.0
156459,1408.0
156461,110.0
156499,123.0
156512,92.0
156530,238.0
156534,2549.0
156545,147.0
156547,151.0
156587,89.0
156600,52.0
156610,357.0
156611,159.0
156628,635.0
156664,2144.0
156673,919.0
156711,617.0
156719,1807.0
156725,118.0
156746,50.0
156753,1423.0
156772,66.0
156794,525.0
156806,118.0
156816,1651.0
156818,126.0
156825,412.0
156867,267.0
156869,141.0
156877,37.0
156888,63.0
156920,42.0
156923,131.0
156972,77.0
156982,268.0
157007,40.0
157013,1951.0
157015,108.0
157020,375.0
157059,149.0
157076,77.0
157138,645.0
157171,98.0
157191,99.0
157195,97.0
157196,106.0
157222,3017.0
157240,129.0
157247,40.0
157276,144.0
157299,46.0
157300,97.0
157322,521.0
157327,55.0
157344,892.0
157357,2691.0
157369,549.0
157400,283.0
157430,118.0
157468,474.0
157494,119.0
157509,1085.0
157520,1301.0
157539,1041.0
157548,394.0
157562,156.0
157564,322.0
157685,811.0
157736,1558.0
157738,79.0
157753,141.0
157757,103.0
157758,245.0
157775,1015.0
157778,113.0
157791,1577.0
157809,1342.0
157894,82.0
157922,1082.0
157930,29.0
157979,267.0
157980,1689.0
157988,358.0
158001,2083.0
158072,818.0
158080,1615.0
158138,1456.0
158160,148.0
158171,85.0
158172,173.0
158177,116.0
158193,1918.0
158230,1921.0
158307,1423.0
158378,151.0
158401,44.0
158413,141.0
158422,353.0
158427,138.0
158431,91.0
158433,95.0
158437,69.0
158471,1514.0
158478,108.0
158524,110.0
158593,104.0
158603,141.0
158618,272.0
158621,1601.0
158633,449.0
158647,88.0
158674,1678.0
158676,112.0
158686,480.0
158704,690.0
158718,1587.0
158754,67.0
158781,162.0
158810,402.0
158841,2651.0
158854,376.0
158855,1941.0
158889,265.0
158938,119.0
158946,158.0
158952,72.0
158995,761.0
158997,95.0
158999,1369.0
159008,47.0
159030,1904.0
159031,51.0
159036,618.0
159037,9.0
159131,348.0
159146,1571.0
159148,167.0
159181,880.0
159233,1780.0
159284,2062.0
159352,116.0
159359,57.0
159368,964.0
159388,840.0
159408,555.0
159425,132.0
159432,166.0
159607,119.0
159611,2390.0
159615,111.0
159618,143.0
159628,141.0
159630,98.0
159635,1416.0
159651,2095.0
159681,1796.0
159704,3185.0
159723,115.0
159726,1455.0
159766,1032.0
159770,2317.0
159798,1441.0
159838,116.0
159843,951.0
159892,94.0
159895,2129.0
159905,103.0
159913,143.0
159989,1941.0
159995,93.0
160016,111.0
160018,102.0
160054,1690.0
160068,634.0
160077,139.0
160089,1461.0
160100,330.0
160123,155.0
160126,352.0
160128,118.0
160149,309.0
160150,1073.0
160151,262.0
160165,116.0
160201,122.0
160205,1373.0
160206,86.0
160240,146.0
160256,1737.0
160274,588.0
160291,2476.0
160324,138.0
160340,435.0
160372,549.0
160379,114.0
160389,88.0
160392,390.0
160407,124.0
160414,1809.0
160430,1654.0
160433,2.0
160438,1508.0
160448,271.0
160469,89.0
160492,45.0
160496,797.0
160498,108.0
160514,1173.0
160544,1770.0
160567,2172.0
160568,403.0
160574,2518.0
160620,426.0
160634,113.0
160647,135.0
160665,931.0
160666,109.0
160676,2370.0
160678,1990.0
160683,143.0
160696,60.0
160706,892.0
160709,2533.0
160714,1205.0
160732,507.0
160752,47.0
160764,91.0
160787,801.0
160791,806.0
160792,57.0
160807,110.0
160817,271.0
160820,95.0
160825,102.0
160854,2944.0
160883,115.0
160909,14.0
160915,2099.0
160922,125.0
160925,138.0
160932,66.0
160940,1540.0
160967,772.0
160968,91.0
160982,1300.0
160987,165.0
161007,128.0
161015,47.0
161047,162.0
161064,152.0
161127,1542.0
161129,348.0
161131,486.0
161155,1637.0
161177,1072.0
161206,298.0
161212,270.0
161219,103.0
161235,506.0
161249,345.0
161258,1350.0
161264,123.0
161272,41.0
161322,102.0
161358,349.0
161369,489.0
161402,3.0
161414,592.0
161469,104.0
161545,108.0
161553,308.0
161600,84.0
161607,100.0
161620,196.0
161646,160.0
161685,820.0
161716,162.0
161730,2069.0
161732,52.0
161734,44.0
161759,2152.0
161766,143.0
161769,24.0
161811,193.0
161816,796.0
161817,27.0
161860,80.0
161865,184.0
161872,1126.0
161878,173.0
161882,2411.0
161914,103.0
161946,1098.0
161958,2286.0
161964,100.0
162007,1629.0
162039,1427.0
162050,39.0
162056,355.0
162066,107.0
162114,98.0
162118,98.0
162139,168.0
162177,647.0
162213,367.0
162234,584.0
162243,452.0
162279,1146.0
162286,341.0
162290,624.0
162347,1604.0
162352,1314.0
162355,541.0
162369,1894.0
162382,1332.0
162389,617.0
162397,919.0
162429,2287.0
162445,64.0
162470,95.0
162482,27.0
162541,93.0
162542,152.0
162563,1990.0
162619,40.0
162621,31.0
162648,1043.0
162649,1138.0
162665,1068.0
162729,517.0
162746,109.0
162763,1681.0
162767,728.0
162799,105.0
162804,1548.0
162847,126.0
162849,122.0
162858,2757.0
162882,139.0
162885,111.0
162936,46.0
162986,1622.0
162988,2054.0
163013,1426.0
163016,1490.0
163027,2789.0
163040,1711.0
163051,608.0
163057,424.0
163118,81.0
163131,408.0
163159,1716.0
163179,85.0
163187,117.0
163202,394.0
163207,15.0
163219,184.0
163238,847.0
163239,1447.0
163261,27.0
163320,104.0
163343,271.0
163357,114.0
163371,532.0
163419,2527.0
163464,154.0
163465,2470.0
163492,273.0
163532,355.0
163548,2.0
163583,367.0
163589,104.0
163604,97.0
163607,308.0
163637,1872.0
163642,75.0
163646,151.0
163661,1748.0
163674,1073.0
163690,412.0
163702,96.0
163733,1005.0
163758,121.0
163774,123.0
163784,57.0
163789,77.0
163798,1250.0
163805,939.0
163826,172.0
163836,1363.0
163838,2590.0
163857,128.0
163914,1451.0
163916,124.0
163965,2190.0
163971,647.0
163996,103.0
164013,116.0
164016,171.0
164030,122.0
164078,128.0
164110,548.0
164122,2605.0
164149,123.0
164160,74.0
164178,1300.0
164207,129.0
164214,64.0
164225,7.0
164253,408.0
164280,302.0
164292,150.0
164329,102.0
164366,458.0
164387,116.0
164392,106.0
164422,138.0
164431,646.0
164440,1938.0
164516,92.0
164521,100.0
164547,87.0
164554,94.0
164569,986.0
164582,2114.0
164590,112.0
164595,551.0
164598,88.0
164613,148.0
164616,112.0
164631,1022.0
164705,2071.0
164724,329.0
164738,122.0
164744,430.0
164762,704.0
164776,22.0
164779,373.0
164791,2228.0
164810,97.0
164823,95.0
164829,165.0
164874,409.0
164886,1712.0
164887,861.0
164903,1014.0
164912,2106.0
164927,370.0
164928,73.0
164938,345.0
164979,73.0
165028,203.0
165041,1790.0
165060,202.0
165068,502.0
165152,1364.0
165156,138.0
165189,582.0
165217,1296.0
165220,1082.0
165239,117.0
165249,1913.0
165260,2208.0
165290,171.0
165300,2153.0
165363,167.0
165400,145.0
165405,108.0
165428,361.0
165446,533.0
165478,291.0
165479,1717.0
165503,1084.0
165528,618.0
165536,82.0
165540,1924.0
165551,1002.0
165574,82.0
165592,108.0
165618,469.0
165631,1770.0
165653,2588.0
165658,102.0
165681,137.0
165682,75.0
165684,426.0
165685,340.0
165693,90.0
165696,162.0
165751,618.0
165753,119.0
165754,113.0
165803,964.0
165816,427.0
165823,715.0
165835,121.0
165868,797.0
165876,134.0
165887,114.0
165903,1887.0
165912,80.0
165959,472.0
166010,127.0
166011,162.0
166020,109.0
166093,127.0
166118,455.0
166167,906.0
166180,36.0
166193,88.0
166208,1857.0
166209,84.0
166212,1529.0
166229,923.0
166239,1355.0
166278,1012.0
166309,803.0
166341,138.0
166350,1793.0
166365,373.0
166381,89.0
166401,705.0
166416,78.0
166444,104.0
166462,80.0
166469,1607.0
166482,507.0
166513,446.0
166564,474.0
166567,91.0
166571,162.0
166583,85.0
166589,2204.0
166595,194.0
166628,124.0
166629,2475.0
166666,525.0
166672,2446.0
166683,1538.0
166709,135.0
166750,326.0
166776,83.0
166787,138.0
166795,125.0
166800,1247.0
166816,73.0
166818,132.0
166828,117.0
166836,399.0
166837,2306.0
166876,46.0
166880,478.0
166890,1349.0
166945,152.0
166956,1402.0
166957,94.0
166959,80.0
166993,529.0
166995,83.0
166997,2696.0
167021,97.0
167030,2341.0
167038,116.0
167041,460.0
167046,101.0
167060,73.0
167062,1886.0
167079,103.0
167112,93.0
167121,79.0
167126,1127.0
167138,593.0
167148,74.0
167163,1020.0
167166,16.0
167182,2917.0
167219,708.0
167233,2213.0
167234,2241.0
167270,118.0
167279,157.0
167288,43.0
167329,1497.0
167390,1678.0
167415,49.0
167420,225.0
167421,111.0
167428,76.0
167430,253.0
167454,1131.0
167457,42.0
167470,217.0
167476,71.0
167523,122.0
167549,269.0
167553,1975.0
167591,1734.0
167592,81.0
167594,140.0
167608,101.0
167613,2171.0
167622,41.0
167639,175.0
167696,216.0
167723,2079.0
167751,288.0
167802,2093.0
167816,1352.0
167827,122.0
167861,110.0
167865,1109.0
167867,1258.0
167893,3.0
167897,343.0
167909,60.0
167914,81.0
167934,1417.0
167970,2239.0
167981,519.0
168001,101.0
168043,132.0
168118,821.0
168140,666.0
168143,1190.0
168147,160.0
168154,2008.0
168159,150.0
168175,12.0
168203,144.0
168247,147.0
168279,2080.0
168307,134.0
168315,102.0
168325,60.0
168336,1175.0
168338,458.0
168342,105.0
168373,135.0
168377,2080.0
168381,439.0
168387,81.0
168416,112.0
168419,114.0
168429,89.0
168445,66.0
168447,1234.0
168449,105.0
168480,111.0
168484,672.0
168487,132.0
168493,20.0
168517,2882.0
168543,1124.0
168553,1575.0
168593,113.0
168630,679.0
168677,111.0
168683,428.0
168686,1887.0
168698,1390.0
168708,1521.0
168739,124.0
168762,79.0
168794,476.0
168825,572.0
168847,690.0
168848,1288.0
168856,82.0
168881,187.0
168895,2177.0
168905,259.0
168923,196.0
168924,1219.0
168944,1562.0
168949,420.0
168970,1131.0
168989,289.0
169024,97.0
169033,2397.0
169035,109.0
169057,601.0
169083,2016.0
169160,1705.0
169165,122.0
169190,2252.0
169205,125.0
169225,108.0
169227,152.0
169251,245.0
169276,1187.0
169277,116.0
169307,121.0
169324,1520.0
169333,182.0
169339,101.0
169362,952.0
169367,1075.0
169372,2047.0
169440,261.0
169443,568.0
169455,691.0
169478,42.0
169487,135.0
169490,925.0
169497,135.0
169518,111.0
169568,60.0
169571,99.0
169583,2611.0
169591,1395.0
169619,1080.0
169637,342.0
169675,1958.0
169676,343.0
169678,342.0
169682,191.0
169692,129.0
169704,402.0
169725,389.0
169739,2498.0
169747,1283.0
169755,895.0
169778,446.0
169779,1574.0
169790,2704.0
169801,134.0
169810,1657.0
169820,2062.0
169834,223.0
169838,95.0
169839,58.0
169841,1437.0
169863,120.0
169870,2262.0
169880,1558.0
169906,993.0
169907,1599.0
169921,2403.0
169931,1759.0
169943,702.0
169954,568.0
169956,683.0
169984,649.0
170004,1967.0
170017,43.0
170022,42.0
170030,113.0
170057,2378.0
170069,473.0
170070,1951.0
170076,1142.0
170111,101.0
170116,1967.0
170118,1801.0
170137,289.0
170154,214.0
170171,88.0
170178,83.0
170183,55.0
170193,95.0
170246,1133.0
170275,2126.0
170303,2062.0
170310,914.0
170324,448.0
170355,87.0
170375,441.0
170403,83.0
170416,125.0
170433,614.0
170467,297.0
170474,96.0
170497,176.0
170499,78.0
170507,691.0
170525,1559.0
170540,73.0
170552,297.0
170576,2461.0
170612,110.0
170639,73.0
170643,35.0
170673,1549.0
170689,140.0
170694,1887.0
170725,96.0
170749,35.0
170795,137.0
170815,61.0
170819,808.0
170851,502.0
170897,178.0
170917,2110.0
170971,1571.0
170985,102.0
170997,1864.0
171034,117.0
171045,322.0
171065,2074.0
171200,969.0
171215,68.0
171218,129.0
171229,83.0
171237,114.0
171244,107.0
171297,1623.0
171301,69.0
171303,417.0
171306,96.0
171335,688.0
171337,282.0
171352,662.0
171365,105.0
171376,65.0
171382,1060.0
171403,17.0
171467,638.0
171475,89.0
171481,167.0
171536,125.0
171544,600.0
171566,64.0
171656,208.0
171687,144.0
171711,1016.0
171726,2342.0
171748,130.0
171761,101.0
171785,1470.0
171812,131.0
171830,117.0
171869,371.0
171872,85.0
171909,271.0
171923,1939.0
171942,950.0
171958,11.0
171968,511.0
171994,192.0
172001,1657.0
172060,1587.0
172103,58.0
172123,209.0
172128,994.0
172129,327.0
172203,299.0
172206,66.0
172222,472.0
172225,1304.0
172263,148.0
172268,429.0
172317,108.0
172360,94.0
172437,1387.0
172440,234.0
172462,2066.0
172469,6.0
172574,138.0
172631,1857.0
172635,97.0
172655,1746.0
172699,35.0
172713,211.0
172730,357.0
172739,1412.0
172746,1938.0
172747,878.0
172752,106.0
172774,146.0
172810,1680.0
172812,149.0
172829,41.0
172830,521.0
172833,990.0
172837,149.0
172845,2433.0
172864,135.0
172907,2596.0
172915,1670.0
172921,1116.0
172942,105.0
172949,150.0
172964,1652.0
172965,1996.0
173019,140.0
173032,1703.0
173037,2702.0
173042,1630.0
173058,1118.0
173065,74.0
173069,2087.0
173171,123.0
173184,65.0
173187,907.0
173192,1559.0
173206,125.0
173223,691.0
173294,39.0
173305,149.0
173310,94.0
173322,163.0
173381,772.0
173413,2116.0
173499,599.0
173535,2702.0
173565,2651.0
173567,182.0
173572,101.0
173601,99.0
173617,1568.0
173656,2574.0
173659,85.0
173661,2323.0
173707,67.0
173721,1447.0
173729,114.0
173744,89.0
173752,124.0
173762,1468.0
173784,353.0
173819,1504.0
173847,381.0
173851,742.0
173852,1337.0
173855,1448.0
173889,175.0
173951,947.0
173957,387.0
173971,153.0
173975,2169.0
173998,2825.0
174030,104.0
174053,104.0
174075,43.0
174111,125.0
174117,267.0
174125,1255.0
174149,113.0
174157,119.0
174166,103.0
174172,1013.0
174176,91.0
174222,160.0
174254,555.0
174260,69.0
174276,354.0
174325,83.0
174326,140.0
174340,102.0
174343,1859.0
174406,110.0
174413,1498.0
174467,742.0
174471,237.0
174515,108.0
174571,2033.0
174576,327.0
174596,122.0
174602,110.0
174603,93.0
174613,1226.0
174626,860.0
174657,2423.0
174704,468.0
174711,1940.0
174713,1705.0
174720,59.0
174769,140.0
174774,1422.0
174779,128.0
174795,119.0
174853,1654.0
174856,2748.0
174865,25.0
174867,95.0
174873,877.0
174881,520.0
174892,153.0
174915,127.0
174919,2391.0
174952,760.0
174962,122.0
174986,71.0
175000,1560.0
175077,1164.0
175092,71.0
175098,2716.0
175101,2215.0
175143,647.0
175146,923.0
175149,307.0
175158,1508.0
175171,787.0
175191,1816.0
175202,320.0
175205,2754.0
175207,37.0
175224,109.0
175234,125.0
175248,1866.0
175258,150.0
175310,2467.0
175328,456.0
175330,1648.0
175335,591.0
175340,96.0
175341,176.0
175359,795.0
175363,55.0
175378,108.0
175400,387.0
175401,81.0
175470,1559.0
175481,2236.0
175490,224.0
175524,7.0
175533,2299.0
175546,1357.0
175562,95.0
175597,1722.0
175610,262.0
175622,117.0
175634,458.0
175641,73.0
175658,123.0
175687,720.0
175696,1414.0
175701,2212.0
175708,87.0
175716,158.0
175775,1057.0
175777,2139.0
175787,142.0
175792,478.0
175793,1286.0
175797,685.0
175842,117.0
175843,108.0
175844,602.0
175872,153.0
175886,131.0
175899,1817.0
175906,33.0
175913,169.0
175924,99.0
175953,85.0
176005,134.0
176049,41.0
176051,1997.0
176071,102.0
176096,2312.0
176153,119.0
176187,1028.0
176191,75.0
176202,1184.0
176242,126.0
176266,1673.0
176275,474.0
176293,1414.0
176334,886.0
176343,751.0
176365,1984.0
176385,344.0
176401,42.0
176431,2116.0
176452,112.0
176491,1911.0
176492,69.0
176515,2788.0
176545,80.0
176575,131.0
176589,128.0
176596,1262.0
176598,100.0
176668,692.0
176672,77.0
176687,1073.0
176723,76.0
176726,307.0
176746,104.0
176767,1552.0
176809,1300.0
176832,9.0
176842,288.0
176865,842.0
176878,86.0
176902,2421.0
176909,97.0
176927,1268.0
176933,734.0
176937,1950.0
176959,41.0
176984,308.0
176997,911.0
177085,1542.0
177098,1637.0
177104,2979.0
177115,191.0
177145,106.0
177156,2682.0
177203,124.0
177220,144.0
177234,89.0
177251,462.0
177322,108.0
177409,115.0
177441,1924.0
177442,144.0
177448,114.0
177449,83.0
177475,120.0
177508,302.0
177510,1415.0
177524,267.0
177537,1107.0
177555,1390.0
177623,160.0
177629,182.0
177636,94.0
177641,467.0
177657,1007.0
177671,1058.0
177713,2002.0
177734,2089.0
177742,789.0
177747,122.0
177759,452.0
177786,106.0
177867,274.0
177904,118.0
177945,781.0
177951,147.0
177959,2058.0
177971,144.0
178028,239.0
178033,105.0
178046,138.0
178063,78.0
178064,340.0
178067,1606.0
178075,117.0
178107,2.0
178125,121.0
178323,70.0
178329,73.0
178358,104.0
178361,2662.0
178377,80.0
178384,1373.0
178443,468.0
178458,722.0
178463,300.0
178468,305.0
178482,1789.0
178485,875.0
178504,34.0
178513,104.0
178520,1066.0
178539,118.0
178540,42.0
178544,2804.0
178546,102.0
178559,123.0
178568,1956.0
178580,122.0
178585,2706.0
178587,1054.0
178588,691.0
178609,98.0
178627,99.0
178630,98.0
178643,46.0
178657,975.0
178659,1590.0
178672,117.0
178682,156.0
178700,108.0
178714,826.0
178745,139.0
178748,571.0
178755,2308.0
178766,142.0
178779,106.0
178802,104.0
178804,1753.0
178812,180.0
178821,316.0
178822,693.0
178850,96.0
178865,104.0
178889,322.0
178894,41.0
178919,325.0
178934,269.0
178937,1501.0
178968,101.0
178971,1224.0
178987,1968.0
178990,1746.0
179014,2294.0
179041,185.0
179050,298.0
179058,121.0
179064,1082.0
179092,428.0
179096,1143.0
179119,768.0
179120,1607.0
179127,261.0
179133,443.0
179145,1160.0
179155,94.0
179157,64.0
179168,611.0
179198,14.0
179199,1539.0
179205,192.0
179220,4.0
179252,127.0
179261,41.0
179268,543.0
179276,163.0
179284,39.0
179300,81.0
179304,105.0
179334,1563.0
179341,2525.0
179361,1359.0
179366,31.0
179393,166.0
179415,89.0
179487,81.0
179500,1612.0
179532,1469.0
179574,170.0
179590,2060.0
179616,1849.0
179623,1833.0
179633,598.0
179647,933.0
179661,1639.0
179734,119.0
179787,1630.0
179808,151.0
179813,417.0
179846,93.0
179852,285.0
179858,97.0
179859,87.0
179865,635.0
179898,1352.0
179911,1649.0
179918,1734.0
179945,143.0
179951,160.0
179960,25.0
179973,2408.0
179992,1640.0
180003,961.0
180053,1373.0
180060,104.0
180065,60.0
180082,168.0
180104,1983.0
180111,1320.0
180116,1489.0
180121,287.0
180123,137.0
180146,98.0
180192,58.0
180199,2521.0
180215,353.0
180256,323.0
180260,126.0
180262,159.0
180285,1484.0
180306,266.0
180333,528.0
180343,438.0
180356,1961.0
180378,466.0
180381,1419.0
180442,459.0
180446,2076.0
180469,3264.0
180477,299.0
180487,1048.0
180489,136.0
180513,1893.0
180528,99.0
180537,1581.0
180545,159.0
180572,152.0
180591,963.0
180607,209.0
180609,1018.0
180624,1051.0
180626,522.0
180660,98.0
180667,712.0
180691,1569.0
180692,135.0
180710,331.0
180718,151.0
180773,140.0
180776,30.0
180779,1153.0
180823,264.0
180837,192.0
180888,55.0
180971,329.0
180980,1199.0
180983,41.0
181014,454.0
181034,1712.0
181036,1499.0
181055,40.0
181083,161.0
181101,65.0
181102,114.0
181126,102.0
181140,356.0
181153,659.0
181157,533.0
181162,90.0
181189,1059.0
181218,1512.0
181224,116.0
181234,208.0
181246,162.0
181263,436.0
181298,1036.0
181311,143.0
181329,551.0
181339,898.0
181349,452.0
181353,86.0
181355,109.0
181362,89.0
181365,1096.0
181465,166.0
181476,63.0
181478,274.0
181506,2478.0
181507,2529.0
181537,59.0
181558,1065.0
181564,407.0
181587,125.0
181649,778.0
181651,250.0
181674,1449.0
181680,427.0
181682,95.0
181757,835.0
181758,97.0
181766,155.0
181782,1267.0
181793,1328.0
181821,425.0
181835,115.0
181850,1230.0
181852,149.0
181877,1115.0
181888,104.0
181889,298.0
181891,685.0
181895,169.0
181899,135.0
181903,119.0
181904,89.0
181932,806.0
181934,269.0
181950,774.0
181951,117.0
181977,205.0
182032,141.0
182041,83.0
182070,660.0
182077,45.0
182148,1529.0
182167,568.0
182186,181.0
182205,70.0
182211,357.0
182226,143.0
182229,1392.0
182241,124.0
182245,117.0
182271,1541.0
182300,2085.0
182312,125.0
182326,984.0
182345,547.0
182372,686.0
182375,131.0
182388,2044.0
182408,116.0
182429,475.0
182454,1933.0
182456,154.0
182473,95.0
182527,1702.0
182537,116.0
182540,146.0
182564,200.0
182623,2528.0
182637,44.0
182649,107.0
182660,1533.0
182665,109.0
182672,1818.0
182691,677.0
182779,2089.0
182813,741.0
182822,143.0
182846,745.0
182870,289.0
182879,1479.0
182899,726.0
182913,115.0
182947,1720.0
182948,2003.0
182966,607.0
182973,8.0
183029,411.0
183048,234.0
183069,1369.0
183079,147.0
183097,84.0
183115,105.0
183125,45.0
183148,1471.0
183197,1111.0
183264,419.0
183267,2157.0
183292,1222.0
183293,117.0
183295,161.0
183302,1860.0
183320,1599.0
183327,1790.0
183359,327.0
183415,89.0
183454,143.0
183491,2371.0
183514,86.0
183528,1469.0
183560,147.0
183567,88.0
183596,36.0
183633,922.0
183671,1771.0
183679,261.0
183680,117.0
183688,25.0
183690,2827.0
183694,2470.0
183697,337.0
183701,51.0
183702,147.0
183706,121.0
183715,2116.0
183755,416.0
183766,1502.0
183810,21.0
183811,90.0
183832,2682.0
183854,138.0
183879,1531.0
183886,892.0
183916,603.0
183945,30.0
183983,1941.0
184003,89.0
184011,1741.0
184050,79.0
184057,964.0
184096,111.0
184127,845.0
184131,359.0
184179,173.0
184194,130.0
184197,96.0
184202,2274.0
184233,152.0
184235,1918.0
184239,2987.0
184260,125.0
184263,1044.0
184280,1935.0
184325,636.0
184342,208.0
184344,105.0
184356,49.0
184357,157.0
184362,1322.0
184375,0.0
184378,29.0
184418,238.0
184447,274.0
184473,143.0
184482,1449.0
184500,1186.0
184530,2362.0
184533,530.0
184545,126.0
184547,69.0
184554,291.0
184564,116.0
184572,1496.0
184592,1130.0
184600,109.0
184608,1299.0
184633,1060.0
184646,1334.0
184654,858.0
184670,106.0
184694,634.0
184709,109.0
184710,1263.0
184712,4.0
184766,117.0
184796,1392.0
184807,920.0
184811,132.0
184816,1137.0
184818,514.0
184875,850.0
184877,97.0
184880,259.0
184884,518.0
184892,100.0
184893,188.0
184916,1673.0
184920,1800.0
184922,604.0
184923,122.0
184945,2487.0
184961,109.0
184988,535.0
185000,112.0
185001,71.0
185027,61.0
185044,3551.0
185064,2691.0
185071,101.0
185076,123.0
185098,673.0
185100,1000.0
185129,153.0
185135,119.0
185142,1045.0
185145,104.0
185159,161.0
185173,1787.0
185193,2003.0
185202,134.0
185235,217.0
185262,281.0
185315,942.0
185338,110.0
185343,220.0
185352,110.0
185362,920.0
185375,16.0
185390,213.0
185438,88.0
185462,217.0
185471,417.0
185483,809.0
185495,2202.0
185498,390.0
185502,147.0
185520,1317.0
185549,15.0
185557,122.0
185611,115.0
185626,1340.0
185675,18.0
185681,154.0
185683,574.0
185686,157.0
185698,75.0
185710,2666.0
185716,1708.0
185731,112.0
185736,2604.0
185738,71.0
185743,27.0
185774,8.0
185778,1784.0
185793,2233.0
185810,138.0
185815,1911.0
185871,104.0
185884,1008.0
185886,1778.0
185902,1745.0
185907,171.0
185922,110.0
185964,350.0
185973,175.0
185981,2678.0
186014,1607.0
186021,267.0
186029,704.0
186032,2029.0
186065,1136.0
186069,1303.0
186077,231.0
186079,41.0
186080,447.0
186094,2466.0
186105,113.0
186106,1267.0
186121,270.0
186149,49.0
186162,69.0
186170,258.0
186185,1884.0
186207,158.0
186212,387.0
186263,5.0
186285,123.0
186291,148.0
186307,2062.0
186325,131.0
186328,990.0
186340,140.0
186342,2598.0
186352,486.0
186373,1162.0
186383,2113.0
186384,2239.0
186446,6.0
186452,103.0
186458,2103.0
186464,132.0
186478,1341.0
186492,112.0
186506,26.0
186521,139.0
186526,527.0
186550,110.0
186567,71.0
186590,147.0
186593,475.0
186610,219.0
186613,78.0
186633,163.0
186643,2105.0
186656,158.0
186660,125.0
186661,1747.0
186702,2585.0
186715,442.0
186725,1975.0
186726,104.0
186735,410.0
186748,1577.0
186755,143.0
186799,68.0
186812,1230.0
186828,121.0
186838,151.0
186887,2076.0
186946,468.0
186981,2119.0
187048,719.0
187058,1284.0
187070,43.0
187108,146.0
187113,93.0
187121,100.0
187146,39.0
187188,163.0
187219,408.0
187236,101.0
187240,112.0
187248,69.0
187261,291.0
187296,178.0
187297,2003.0
187299,87.0
187333,502.0
187375,2892.0
187390,70.0
187391,106.0
187418,2192.0
187435,1335.0
187470,1603.0
187499,100.0
187512,85.0
187535,97.0
187536,97.0
187572,142.0
187575,25.0
187617,35.0
187628,106.0
187632,2052.0
187650,198.0
187675,1495.0
187713,2343.0
187721,319.0
187730,1601.0
187731,557.0
187759,415.0
187809,110.0
187826,105.0
187829,762.0
187837,342.0
187851,98.0
187861,18.0
187874,197.0
187957,1829.0
187961,95.0
187997,687.0
187998,1007.0
188012,171.0
188018,160.0
188025,1630.0
188027,254.0
188043,331.0
188067,471.0
188100,1166.0
